gps_lat,gps_long,lat,long,city,state,area,country,state_flag
37.03,-92.95,37.00116,-93.08157,Sparta,Missouri,Christian County,US,Missouri
30.5,-69.77,32.2949,-64.78303000000001,Hamilton,Hamilton city,,BM,None
49.87,-68.05,49.21679,-68.14894,Baie-Comeau,Quebec,Cote-Nord,CA,None
25.13,-112.25,25.26318,-111.77547,Ciudad Insurgentes,Baja California Sur,,MX,None
44.92,-80.82,44.567170000000004,-80.94349,Owen Sound,Ontario,,CA,None
42.38,-98.65,42.45778,-98.64759000000001,O'Neill,Nebraska,Holt County,US,Nebraska
24.82,-109.31,25.600839999999998,-109.0523,Topolobampo,Sinaloa,,MX,None
36.41,-116.02,36.20829000000001,-115.98391000000001,Pahrump,Nevada,Nye County,US,Nevada
30.52,-71.71,35.26768,-75.54236999999998,Buxton,North Carolina,Dare County,US,North Carolina
41.82,-118.35,40.97296,-117.73568,Winnemucca,Nevada,Humboldt County,US,Nevada
24.16,-78.75,24.7,-77.76666999999998,Andros Town,North Andros,,BS,None
33.71,-99.16,33.59426,-99.26035,Seymour,Texas,Baylor County,US,Texas
35.9,-66.24,32.38167,-64.67806,Saint George,Saint George,,BM,None
48.05,-115.74,48.38829000000001,-115.556,Libby,Montana,Lincoln County,US,Montana
49.37,-82.43,49.416940000000004,-82.43308,Kapuskasing,Ontario,,CA,None
47.94,-88.27,47.41381,-88.29566,Eagle River,Michigan,Keweenaw County,US,Michigan
30.82,-81.16,30.66968,-81.46259,Fernandina Beach,Florida,Nassau County,US,Florida
36.03,-104.85,36.36114,-104.59527,Springer,New Mexico,Colfax County,US,New Mexico
32.21,-103.49,32.11318,-103.19351,Jal,New Mexico,Lea County,US,New Mexico
36.3,-91.71,36.22923,-91.76431,Horseshoe Bend,Arkansas,Izard County,US,Arkansas
24.08,-77.61,24.7,-77.76666999999998,Andros Town,North Andros,,BS,None
24.57,-116.16,27.14231,-114.29581999999999,Bahia Asuncion,Baja California Sur,Mulege,MX,None
28.36,-118.99,30.407220000000002,-115.88722,Luis Rodriguez (El Vergel),Baja California,Ensenada,MX,None
35.11,-81.41,35.12124,-81.51592,Blacksburg,South Carolina,Cherokee County,US,South Carolina
43.2,-97.9,42.99333,-97.86285,Tyndall,South Dakota,Bon Homme County,US,South Dakota
25.54,-101.13,25.42321,-101.0053,Saltillo,Coahuila,,MX,None
44.89,-93.26,44.8833,-93.28299999999999,Richfield,Minnesota,Hennepin County,US,Minnesota
50.82,-114.94,51.08335,-115.35206000000001,Canmore,Alberta,,CA,None
26.25,-116.26,27.14231,-114.29581999999999,Bahia Asuncion,Baja California Sur,Mulege,MX,None
36.16,-113.05,35.52916,-113.42549,Peach Springs,Arizona,Mohave County,US,Arizona
47.39,-86.46,46.4112,-86.64926,Munising,Michigan,Alger County,US,Michigan
33.67,-106.52,34.0584,-106.89142,Socorro,New Mexico,Socorro County,US,New Mexico
35.47,-84.58,35.44285,-84.59299,Athens,Tennessee,McMinn County,US,Tennessee
35.16,-89.29,35.2437,-89.35007,Somerville,Tennessee,Fayette County,US,Tennessee
36.43,-72.56,35.95739000000001,-75.62406,Nags Head,North Carolina,Dare County,US,North Carolina
47.63,-115.8,47.474090000000004,-115.92793999999999,Wallace,Idaho,Shoshone County,US,Idaho
32.08,-104.34,32.286229999999996,-104.09577,Loving,New Mexico,Eddy County,US,New Mexico
45.99,-120.31,46.34207,-120.18727,Granger,Washington,Yakima County,US,Washington
42.33,-81.5,42.77361,-81.18038,St. Thomas,Ontario,,CA,None
33.08,-100.17,33.13343,-100.22733000000001,Aspermont,Texas,Stonewall County,US,Texas
38.64,-115.07,39.24744000000001,-114.88863,Ely,Nevada,White Pine County,US,Nevada
47.22,-112.29,46.95494,-112.68171000000001,Lincoln,Montana,Lewis and Clark County,US,Montana
34.25,-112.76,34.16253,-112.85073999999999,Congress,Arizona,Yavapai County,US,Arizona
48.83,-107.75,48.35972,-107.87428,Malta,Montana,Phillips County,US,Montana
42.29,-75.42,42.3148,-75.39157,Sidney,New York,Delaware County,US,New York
30.85,-119.64,33.34281,-118.32785,Avalon,California,Los Angeles County,US,California
44.41,-72.77,44.33783,-72.75623,Waterbury,Vermont,Washington County,US,Vermont
41.55,-99.21,41.78167,-99.13315,Burwell,Nebraska,Garfield County,US,Nebraska
49.88,-113.5,50.03332,-113.58523999999998,Claresholm,Alberta,,CA,None
44.23,-119.12,44.3896,-118.95023,Canyon City,Oregon,Grant County,US,Oregon
44.06,-108.48,43.64607,-108.21203999999999,Thermopolis,Wyoming,Hot Springs County,US,Wyoming
37.06,-94.6,37.0759,-94.63967,Galena,Kansas,Cherokee County,US,Kansas
28.01,-110.59,28.050279999999997,-110.70111000000001,La Palma,Sonora,Empalme,MX,None
39.92,-76.89,39.87454,-76.86581,Spring Grove,Pennsylvania,York County,US,Pennsylvania
45.31,-80.31,45.34732,-80.03527,Parry Sound,Ontario,Parry Sound District,CA,None
25.01,-97.93,25.01556,-97.71694000000001,El Barrancon del Tio Blas (El Barrancon),Tamaulipas,San Fernando,MX,None
43.86,-108.91,44.52634000000001,-109.05653000000001,Cody,Wyoming,Park County,US,Wyoming
43.85,-76.95,44.00012,-77.13275,Picton,Ontario,,CA,None
38.33,-122.55,38.3488,-122.51081,Eldridge,California,Sonoma County,US,California
48.71,-100.9,48.82723,-100.4457,Bottineau,North Dakota,Bottineau County,US,North Dakota
49.2,-69.26,48.73808,-69.08478000000001,Forestville,Quebec,Cote-Nord,CA,None
48.98,-74.5,49.78344,-74.84919000000002,Chapais,Quebec,Nord-du-Quebec,CA,None
25.68,-89.59,29.236620000000002,-89.98729,Grand Isle,Louisiana,Jefferson Parish,US,Louisiana
46.07,-82.21,45.97927,-81.9248,Little Current,Ontario,,CA,None
26.57,-112.23,26.891409999999997,-111.9826,Mulege,Baja California Sur,,MX,None
46.32,-80.91,46.49,-80.99001,Greater Sudbury,Ontario,,CA,None
41.87,-72.35,41.87149,-72.36869,Tolland,Connecticut,Tolland County,US,Connecticut
33.29,-66.08,32.2949,-64.78303000000001,Hamilton,Hamilton city,,BM,None
28.34,-72.52,24.05179,-74.53138,Cockburn Town,San Salvador,,BS,None
34.57,-107.24,34.42089,-107.51088,Alamo,New Mexico,Socorro County,US,New Mexico
36.0,-70.77,35.26768,-75.54236999999998,Buxton,North Carolina,Dare County,US,North Carolina
44.44,-111.74,44.07158,-111.44828999999999,Ashton,Idaho,Fremont County,US,Idaho
35.6,-108.66,35.53391,-108.5998,Church Rock,New Mexico,McKinley County,US,New Mexico
29.74,-107.32,29.8432,-107.46067,Buenaventura,Chihuahua,,MX,None
49.58,-114.54,49.73332,-114.88532,Sparwood,British Columbia,,CA,None
37.93,-104.38,38.25445,-104.60914,Pueblo,Colorado,Pueblo County,US,Colorado
41.52,-120.58,41.487109999999994,-120.54246,Alturas,California,Modoc County,US,California
42.7,-107.31,41.79107,-107.23866000000001,Rawlins,Wyoming,Carbon County,US,Wyoming
38.08,-123.4,38.33325,-123.04806,Bodega Bay,California,Sonoma County,US,California
29.03,-94.52,29.30135,-94.7977,Galveston,Texas,Galveston County,US,Texas
36.09,-82.39,36.13066,-82.42458,Banner Hill,Tennessee,Unicoi County,US,Tennessee
37.13,-122.51,37.46355,-122.42858999999999,Half Moon Bay,California,San Mateo County,US,California
37.59,-70.85,41.035940000000004,-71.95451,Montauk,New York,Suffolk County,US,New York
48.0,-88.25,47.41381,-88.29566,Eagle River,Michigan,Keweenaw County,US,Michigan
30.03,-122.49,34.63915,-120.45794,Lompoc,California,Santa Barbara County,US,California
31.94,-79.73,32.65518,-79.94037,Folly Beach,South Carolina,Charleston County,US,South Carolina
41.76,-107.54,41.79107,-107.23866000000001,Rawlins,Wyoming,Carbon County,US,Wyoming
24.91,-108.08,25.08164,-108.05673,La Reforma,Sinaloa,,MX,None
36.98,-114.99,37.364959999999996,-115.16446,Alamo,Nevada,Lincoln County,US,Nevada
48.96,-101.12,49.26811,-100.99669,Melita,Manitoba,,CA,None
32.63,-106.02,32.80703,-105.9861,Boles Acres,New Mexico,Otero County,US,New Mexico
32.18,-87.49,32.44958,-87.51417,Uniontown,Alabama,Perry County,US,Alabama
39.7,-114.12,39.40494,-114.77863,McGill,Nevada,White Pine County,US,Nevada
33.65,-117.16,33.70919,-117.19726000000001,Sun City,California,Riverside County,US,California
27.22,-112.12,27.34045,-112.26761,Santa Rosalia,Baja California Sur,,MX,None
34.36,-73.67,35.26768,-75.54236999999998,Buxton,North Carolina,Dare County,US,North Carolina
41.29,-91.5,41.28003,-91.36071,Columbus Junction,Iowa,Louisa County,US,Iowa
33.46,-84.32,33.46567,-84.33659,Bonanza,Georgia,Clayton County,US,Georgia
32.28,-107.42,32.2687,-107.75863999999999,Deming,New Mexico,Luna County,US,New Mexico
29.06,-84.93,29.72577,-84.98324000000002,Apalachicola,Florida,Franklin County,US,Florida
25.97,-73.19,24.05179,-74.53138,Cockburn Town,San Salvador,,BS,None
32.88,-80.25,32.76323,-80.2501,Ravenel,South Carolina,Charleston County,US,South Carolina
26.56,-102.3,27.04944,-101.79389,Lamadrid,Coahuila,Lamadrid,MX,None
38.71,-123.76,38.71519,-123.45445,Sea Ranch,California,Sonoma County,US,California
40.6,-98.45,40.58612,-98.38839,Hastings,Nebraska,Adams County,US,Nebraska
28.13,-96.51,28.44834,-96.40581,Port O'Connor,Texas,Calhoun County,US,Texas
48.4,-113.02,48.546079999999996,-113.01425,South Browning,Montana,Glacier County,US,Montana
39.6,-74.02,39.66206,-74.16514000000002,Surf City,New Jersey,Ocean County,US,New Jersey
28.69,-96.54,28.615,-96.62609,Port Lavaca,Texas,Calhoun County,US,Texas
43.73,-103.07,44.062490000000004,-103.14629000000001,Rapid Valley,South Dakota,Pennington County,US,South Dakota
39.35,-86.38,39.42783,-86.42833,Martinsville,Indiana,Morgan County,US,Indiana
30.44,-102.17,30.142409999999998,-102.39403,Sanderson,Texas,Terrell County,US,Texas
49.91,-119.79,49.76647,-119.73568,Peachland,British Columbia,,CA,None
44.43,-70.24,44.383959999999995,-70.24922,Livermore,Maine,Androscoggin County,US,Maine
42.23,-109.22,41.64358,-109.26568,North Rock Springs,Wyoming,Sweetwater County,US,Wyoming
36.85,-78.65,36.79931,-78.45833,Chase City,Virginia,Mecklenburg County,US,Virginia
46.26,-80.34,46.49,-80.99001,Greater Sudbury,Ontario,,CA,None
37.8,-85.03,37.82508,-84.87079,Jackson,Kentucky,Mercer County,US,Kentucky
26.67,-88.79,29.236620000000002,-89.98729,Grand Isle,Louisiana,Jefferson Parish,US,Louisiana
38.71,-79.66,38.925940000000004,-79.84673000000002,Elkins,West Virginia,Randolph County,US,West Virginia
46.06,-109.46,46.29718,-109.25878999999999,Ryegate,Montana,Golden Valley County,US,Montana
40.9,-92.0,41.00863,-91.96266999999999,Fairfield,Iowa,Jefferson County,US,Iowa
48.08,-77.89,48.10018,-77.7828,Val-d'Or,Quebec,Abitibi-Temiscamingue,CA,None
42.77,-92.62,42.7847,-92.66769000000001,Clarksville,Iowa,Butler County,US,Iowa
28.52,-68.59,32.2949,-64.78303000000001,Hamilton,Hamilton city,,BM,None
40.46,-79.06,40.5434,-79.16226,Homer City,Pennsylvania,Indiana County,US,Pennsylvania
26.41,-99.44,26.56219,-99.22863000000001,Nueva Ciudad Guerrero,Tamaulipas,,MX,None
35.05,-88.54,34.93425,-88.52226999999998,Corinth,Mississippi,Alcorn County,US,Mississippi
41.38,-83.63,41.37477,-83.65132,Bowling Green,Ohio,Wood County,US,Ohio
36.68,-80.45,36.64097,-80.26561,Stuart,Virginia,Patrick County,US,Virginia
35.15,-114.72,35.16778,-114.57302,Laughlin,Nevada,Clark County,US,Nevada
47.15,-86.97,46.54354,-87.39542,Marquette,Michigan,Marquette County,US,Michigan
39.01,-68.14,41.28346,-70.09946,Nantucket,Massachusetts,Nantucket County,US,Massachusetts
37.36,-118.8,37.64855,-118.97208,Mammoth Lakes,California,Mono County,US,California
50.69,-83.54,49.68351,-83.66654,Hearst,Ontario,,CA,None
35.73,-80.91,35.70069,-80.88813,Troutman,North Carolina,Iredell County,US,North Carolina
35.17,-118.47,35.14247,-118.49036000000001,Golden Hills,California,Kern County,US,California
37.81,-76.61,37.769859999999994,-76.46634,Lancaster,Virginia,Lancaster County,US,Virginia
34.01,-94.19,34.037890000000004,-94.34132,De Queen,Arkansas,Sevier County,US,Arkansas
39.19,-71.14,41.035940000000004,-71.95451,Montauk,New York,Suffolk County,US,New York
40.39,-71.76,41.035940000000004,-71.95451,Montauk,New York,Suffolk County,US,New York
50.14,-78.75,49.75018,-77.63277,Matagami,Quebec,Nord-du-Quebec,CA,None
40.04,-74.22,40.04262,-74.18486,Leisure Village,New Jersey,Ocean County,US,New Jersey
39.25,-76.33,39.335390000000004,-76.39024,Bowleys Quarters,Maryland,Baltimore County,US,Maryland
40.53,-118.68,40.17935,-118.47348000000001,Lovelock,Nevada,Pershing County,US,Nevada
42.03,-111.7,41.922709999999995,-111.81356000000001,Richmond,Utah,Cache County,US,Utah
38.65,-119.26,38.784209999999995,-119.34425,Smith Valley,Nevada,Lyon County,US,Nevada
28.03,-120.16,30.407220000000002,-115.88722,Luis Rodriguez (El Vergel),Baja California,Ensenada,MX,None
33.84,-85.48,33.92455,-85.61135,Piedmont,Alabama,Calhoun County,US,Alabama
28.14,-92.94,29.79772,-93.32515,Cameron,Louisiana,Cameron Parish,US,Louisiana
49.52,-87.98,49.73343,-87.16668,Greenstone,Ontario,,CA,None
36.25,-77.93,36.03849,-77.90637,Red Oak,North Carolina,Nash County,US,North Carolina
38.13,-96.72,38.37224000000001,-96.54278000000001,Cottonwood Falls,Kansas,Chase County,US,Kansas
37.03,-120.57,36.986059999999995,-120.62657,Dos Palos,California,Merced County,US,California
34.68,-74.98,35.26768,-75.54236999999998,Buxton,North Carolina,Dare County,US,North Carolina
39.67,-80.77,39.64452,-80.8576,New Martinsville,West Virginia,Wetzel County,US,West Virginia
25.17,-66.04,21.46122,-71.14188,Cockburn Town,,,TC,None
28.96,-87.57,30.24604,-87.70082,Gulf Shores,Alabama,Baldwin County,US,Alabama
31.32,-89.25,31.34656,-89.26006,Petal,Mississippi,Forrest County,US,Mississippi
50.64,-90.37,48.75667,-91.62409,Atikokan,Ontario,Rainy River District,CA,None
49.57,-118.38,49.03309,-118.4356,Grand Forks,British Columbia,,CA,None
48.81,-122.79,48.91789,-122.74462,Birch Bay,Washington,Whatcom County,US,Washington
30.93,-102.12,30.91405,-101.89791,Iraan,Texas,Pecos County,US,Texas
24.28,-72.6,24.05179,-74.53138,Cockburn Town,San Salvador,,BS,None
40.38,-66.89,41.28346,-70.09946,Nantucket,Massachusetts,Nantucket County,US,Massachusetts
43.82,-74.02,43.49674,-73.77623,Warrensburg,New York,Warren County,US,New York
25.42,-110.98,26.01217,-111.34888,Loreto,Baja California Sur,Loreto,MX,None
25.56,-79.49,25.71667,-79.3,Alice Town,Bimini,,BS,None
36.37,-84.78,36.42757,-84.93189,Jamestown,Tennessee,Fentress County,US,Tennessee
26.98,-110.64,27.35167,-110.45472,Bahia de Lobos,Sonora,San Ignacio Rio Muerto,MX,None
45.45,-84.26,45.64696,-84.47448,Cheboygan,Michigan,Cheboygan County,US,Michigan
35.57,-94.58,35.4212,-94.51466,Roland,Oklahoma,Sequoyah County,US,Oklahoma
48.83,-102.68,49.13337,-102.98422,Estevan,Saskatchewan,,CA,None
26.28,-98.2,26.30174,-98.16334,Edinburg,Texas,Hidalgo County,US,Texas
35.44,-118.25,35.66579,-118.29036,Weldon,California,Kern County,US,California
29.71,-68.3,32.2949,-64.78303000000001,Hamilton,Hamilton city,,BM,None
47.25,-97.56,47.49804,-97.32454,Mayville,North Dakota,Traill County,US,North Dakota
26.94,-114.87,27.14231,-114.29582,Bahia Asuncion,Baja California Sur,Mulege,MX,None
36.41,-120.18,36.60662,-120.18904,San Joaquin,California,Fresno County,US,California
30.17,-121.71,34.41333,-119.86097,Isla Vista,California,Santa Barbara County,US,California
25.73,-102.53,25.44156,-102.1792,Parras de la Fuente,Coahuila,,MX,None
29.85,-94.06,29.88519,-93.94233,Port Arthur,Texas,Jefferson County,US,Texas
39.65,-80.61,39.64452,-80.8576,New Martinsville,West Virginia,Wetzel County,US,West Virginia
40.67,-103.06,40.62554,-103.20771,Sterling,Colorado,Logan County,US,Colorado
33.17,-113.52,33.78114,-113.61465,Salome,Arizona,La Paz County,US,Arizona
32.1,-71.54,35.26768,-75.54236999999998,Buxton,North Carolina,Dare County,US,North Carolina
26.62,-86.74,29.81188,-85.30297,Port Saint Joe,Florida,Gulf County,US,Florida
48.6,-96.19,48.11914,-96.18115,Thief River Falls,Minnesota,Pennington County,US,Minnesota
45.42,-100.6,45.53722,-100.42791,Mobridge,South Dakota,Walworth County,US,South Dakota
46.96,-107.31,47.32083,-106.91007,Jordan,Montana,Garfield County,US,Montana
39.43,-122.36,39.52433,-122.19359,Willows,California,Glenn County,US,California
28.18,-71.41,24.05179,-74.53138,Cockburn Town,San Salvador,,BS,None
40.09,-89.49,40.14838,-89.36482,Lincoln,Illinois,Logan County,US,Illinois
33.69,-68.4,32.2949,-64.78303000000001,Hamilton,Hamilton city,,BM,None
25.59,-104.37,25.2275,-104.11389,Nazas,Durango,Nazas,MX,None
43.11,-112.04,43.3813,-112.12331,Shelley,Idaho,Bingham County,US,Idaho
48.13,-87.14,48.7501,-86.43321999999998,Marathon,Ontario,,CA,None
37.46,-101.21,37.58141,-101.35517,Ulysses,Kansas,Grant County,US,Kansas
35.56,-117.75,35.64051,-117.76395,China Lake Acres,California,Kern County,US,California
48.56,-87.07,48.7501,-86.43321999999998,Marathon,Ontario,,CA,None
24.23,-71.03,22.366670000000006,-72.96667,Abraham's Bay,Mayaguana,,BS,None
29.95,-119.4,32.10083,-116.86917,Santa Anita,Baja California,Playas de Rosarito,MX,None
44.4,-121.32,44.3529,-121.17781,Terrebonne,Oregon,Deschutes County,US,Oregon
48.72,-82.92,49.41694,-82.43308,Kapuskasing,Ontario,,CA,None
30.87,-88.39,30.92519,-88.59002,Lucedale,Mississippi,George County,US,Mississippi
29.17,-94.27,29.47829,-94.57991,Bolivar Peninsula,Texas,Galveston County,US,Texas
50.97,-74.07,49.91684,-74.36586,Chibougamau,Quebec,Nord-du-Quebec,CA,None
38.92,-66.1,41.28346,-70.09946,Nantucket,Massachusetts,Nantucket County,US,Massachusetts
38.69,-99.1,38.85279,-99.1476,Victoria,Kansas,Ellis County,US,Kansas
42.95,-110.54,43.28187,-110.78381,Hoback,Wyoming,Teton County,US,Wyoming
43.86,-111.75,43.87297,-111.7483,Sugar City,Idaho,Madison County,US,Idaho
45.77,-66.88,45.94541,-66.66558,Fredericton,New Brunswick,,CA,None
38.92,-66.25,41.28346,-70.09946,Nantucket,Massachusetts,Nantucket County,US,Massachusetts
34.05,-118.89,34.00501,-118.81009,Malibu,California,Los Angeles County,US,California
46.63,-110.98,46.54828,-110.90216,White Sulphur Springs,Montana,Meagher County,US,Montana
28.35,-120.19,30.40722,-115.88722,Luis Rodriguez (El Vergel),Baja California,Ensenada,MX,None
50.83,-88.09,49.73343,-87.16668,Greenstone,Ontario,,CA,None
36.02,-97.64,35.95254,-97.59477,Crescent,Oklahoma,Logan County,US,Oklahoma
25.08,-82.82,24.5557,-81.78259,Key West,Florida,Monroe County,US,Florida
29.63,-88.12,30.25548,-88.10972,Dauphin Island,Alabama,Mobile County,US,Alabama
33.19,-97.59,33.23428,-97.58614,Decatur,Texas,Wise County,US,Texas
34.11,-104.18,34.47173,-104.24553,Fort Sumner,New Mexico,De Baca County,US,New Mexico
46.95,-78.48,46.72122,-79.09711999999998,Temiscaming,Quebec,Abitibi-Temiscamingue,CA,None
31.57,-100.29,31.46377,-100.43704,San Angelo,Texas,Tom Green County,US,Texas
48.71,-94.04,48.71247,-94.59993,Baudette,Minnesota,Lake of the Woods County,US,Minnesota
38.2,-97.49,38.20307,-97.51921,Moundridge,Kansas,McPherson County,US,Kansas
39.51,-119.58,39.53491,-119.75269,Sparks,Nevada,Washoe County,US,Nevada
37.42,-93.17,37.38393,-93.1513,Fair Grove,Missouri,Greene County,US,Missouri
33.75,-79.91,33.66766,-79.83063,Kingstree,South Carolina,Williamsburg County,US,South Carolina
32.97,-119.63,34.14778,-119.19511,Port Hueneme,California,Ventura County,US,California
47.05,-107.08,47.32083,-106.91007,Jordan,Montana,Garfield County,US,Montana
47.09,-87.81,47.41381,-88.29566,Eagle River,Michigan,Keweenaw County,US,Michigan
27.03,-122.17,30.40722,-115.88722,Luis Rodriguez (El Vergel),Baja California,Ensenada,MX,None
43.59,-121.88,43.6704,-121.50364,La Pine,Oregon,Deschutes County,US,Oregon
30.15,-84.88,30.43247,-84.97702,Bristol,Florida,Liberty County,US,Florida
25.09,-111.08,24.93,-111.62806,Villa Morelos,Baja California Sur,Comondu,MX,None
38.39,-118.47,38.52464000000001,-118.62458,Hawthorne,Nevada,Mineral County,US,Nevada
45.25,-108.49,44.83745,-108.38956,Lovell,Wyoming,Big Horn County,US,Wyoming
47.64,-121.69,47.49566,-121.78678,North Bend,Washington,King County,US,Washington
33.18,-116.77,33.041709999999995,-116.86808,Ramona,California,San Diego County,US,California
43.19,-78.44,43.21256,-78.47641,Middleport,New York,Niagara County,US,New York
24.85,-82.73,24.5557,-81.78259,Key West,Florida,Monroe County,US,Florida
37.81,-101.99,37.98057,-101.75267,Syracuse,Kansas,Hamilton County,US,Kansas
41.35,-107.76,41.79107,-107.23866,Rawlins,Wyoming,Carbon County,US,Wyoming
24.61,-118.78,27.14231,-114.29582,Bahia Asuncion,Baja California Sur,Mulege,MX,None
43.39,-69.79,43.82064,-69.81477,Phippsburg,Maine,Sagadahoc County,US,Maine
33.32,-81.68,33.42153,-81.68567,New Ellenton,South Carolina,Aiken County,US,South Carolina
47.17,-92.47,47.46243,-92.53991,Eveleth,Minnesota,Saint Louis County,US,Minnesota
47.02,-71.53,46.88026,-71.51464,Shannon,Quebec,Capitale-Nationale,CA,None
49.48,-96.75,49.52579,-96.68451,Steinbach,Manitoba,,CA,None
40.9,-99.87,40.85973,-99.98734,Cozad,Nebraska,Dawson County,US,Nebraska
42.72,-123.32,42.92734,-123.28117,Canyonville,Oregon,Douglas County,US,Oregon
46.69,-100.8,46.80833,-100.78374,Bismarck,North Dakota,Burleigh County,US,North Dakota
36.88,-104.68,36.90336,-104.43915,Raton,New Mexico,Colfax County,US,New Mexico
44.15,-75.19,44.33673,-75.46299,Gouverneur,New York,St. Lawrence County,US,New York
29.93,-74.62,26.54124,-77.0636,Marsh Harbour,Central Abaco,,BS,None
33.92,-98.31,33.81732,-98.19532,Henrietta,Texas,Clay County,US,Texas
31.53,-109.33,31.34473,-109.54678,Douglas,Arizona,Cochise County,US,Arizona
25.42,-116.56,27.14231,-114.29582,Bahia Asuncion,Baja California Sur,Mulege,MX,None
26.55,-83.21,27.05311,-82.42426,South Venice,Florida,Sarasota County,US,Florida
35.55,-80.35,35.55125,-80.40645,Rockwell,North Carolina,Rowan County,US,North Carolina
25.05,-112.14,25.26318,-111.77547,Ciudad Insurgentes,Baja California Sur,,MX,None
47.73,-88.8,47.41381,-88.29566,Eagle River,Michigan,Keweenaw County,US,Michigan
33.08,-84.43,33.10235,-84.3427,Zebulon,Georgia,Pike County,US,Georgia
49.92,-109.13,49.91678,-109.48481,Maple Creek,Saskatchewan,,CA,None
27.44,-118.72,30.40722,-115.88722,Luis Rodriguez (El Vergel),Baja California,Ensenada,MX,None
25.64,-104.36,25.2275,-104.11389,Nazas,Durango,Nazas,MX,None
24.19,-109.85,24.13811,-110.30973,La Paz,Baja California Sur,La Paz,MX,None
34.26,-109.79,34.142540000000004,-109.96038,Pinetop-Lakeside,Arizona,Navajo County,US,Arizona
